Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date
Rest easy Brian Thompson,7,7_shooter_alive_experts_cliffe,"['shooter', 'alive', 'experts', 'cliffe', 'hero', 'aka', 'podz', 'fuck', 'hunter', 'fate']","['Congratulations to the latest winners of our dog and bitch of the month awards 👏\r\n\r\nMahogany Swift, trained by Brian Thompson, and Aero Dignity, trained by , are the latest to grab the gongs - well done to all connections 😊', 'And this weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big hand for Brian, folks!', 'For the second week in a row. This weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big round of applause for Brian, folks! Gone...yes, but not forgotten!']",shooter - alive - experts - cliffe - hero - aka - podz - fuck - hunter - fate,False,12/9/2024 17:10
Following the developments in the UnitedHealthcare CEO Brian Thompson case closely. Hoping for clarity and justice soon.,3,3_brianthompson_tragic_john_andrew,"['brianthompson', 'tragic', 'john', 'andrew', 'slain', 'mr', 'chief', 'leader', 'role', 'care']","['🚨🇺🇸 NEW UHC CEO PRAISES MURDERED CEO AS A “HEALTHCARE LEGEND”\r\n\r\nIn a leaked pep talk to staff, UnitedHealth Group CEO Andrew Witty praised slain CEO Brian Thompson as a titan of healthcare, claiming he had one of the “biggest effects” on the industry—despite ongoing accusations…', 'UnitedHealth chief admits US health system ‘does not work as well as it should’  \r\nIn a New York Times essay, Andrew Witty also says slain healthcare CEO Brian Thompson cared about customers\r\n\r\nThe leader of the parent company of Unit…', ""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements.""]",brianthompson - tragic - john - andrew - slain - mr - chief - leader - role - care,False,12/9/2024 16:55
We need Old Testament justice against the man who stole the late great Brian Thompson from us.,8,8_condolences_killer_assassin_news,"['condolences', 'killer', 'assassin', 'news', 'shot', 'bullet', 'bullets', 'incident', 'god', 'colleagues']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\r\n\r\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \r\n\r\nBrian has a family and two innocent children 🧒 so he deserves justice..\r\nJustice for #BrianThompson \r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'Justice for Brian Thompson.']",condolences - killer - assassin - news - shot - bullet - bullets - incident - god - colleagues,False,12/9/2024 16:39
I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!,11,11_killer_killed_fatally_assassin,"['killer', 'killed', 'fatally', 'assassin', 'unitedhealth', 'slain', 'brianthompson', 'unitedhealthcareceo', 'brianthompsonassassination', 'gunned']","['The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']",killer - killed - fatally - assassin - unitedhealth - slain - brianthompson - unitedhealthcareceo - brianthompsonassassination - gunned,False,12/9/2024 16:01
"I dont think this is a winning political stance, but even if I did, I wouldn’t support it. 
Some means of winning are so terrible they aren’t worth it. Win, lose, or draw, I am implacably on the opposite side of people cheering on the murder of Brian Thompson.",0,0_killer_murders_murderer_hope,"['killer', 'murders', 'murderer', 'hope', 'family', 'died', 'children', 'thousands', 'guy', 'victim']","['Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.', 'Disturbing!  How does this make anyone feel “joyful”?\r\n\r\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy.  Piers is having no part of it! Disgusting that anyone would feel this way!', 'There is absolutely no justification for anyone to feel JOY over the assassination of Brian Thompson. Taylor Lorenz should be ashamed of herself. She really needs a good rest to think about why she felt that feeling about someone who died, or to celebrate the assassination! ###']",killer - murders - murderer - hope - family - died - children - thousands - guy - victim,False,12/9/2024 15:36
/2 Now onto Brian Thompson. His assassination was wrong but I think our biggest problem in the West is lack of caring for our fellow countrymen. We should be angry and outraged at those who hurt our fellow Americans. Americans who harm others we should view as contemptible,0,0_killer_murders_murderer_hope,"['killer', 'murders', 'murderer', 'hope', 'family', 'died', 'children', 'thousands', 'guy', 'victim']","['Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.', 'Disturbing!  How does this make anyone feel “joyful”?\r\n\r\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy.  Piers is having no part of it! Disgusting that anyone would feel this way!', 'There is absolutely no justification for anyone to feel JOY over the assassination of Brian Thompson. Taylor Lorenz should be ashamed of herself. She really needs a good rest to think about why she felt that feeling about someone who died, or to celebrate the assassination! ###']",killer - murders - murderer - hope - family - died - children - thousands - guy - victim,False,12/9/2024 15:17
"Shocking news: NYPD releases photo of alleged CEO killer. Our hearts go out to UnitedHealthcare and the victim's loved ones. Stay safe, NYC. #justiceforceo #NYPD #gunviolence",11,11_killer_killed_fatally_assassin,"['killer', 'killed', 'fatally', 'assassin', 'unitedhealth', 'slain', 'brianthompson', 'unitedhealthcareceo', 'brianthompsonassassination', 'gunned']","['The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']",killer - killed - fatally - assassin - unitedhealth - slain - brianthompson - unitedhealthcareceo - brianthompsonassassination - gunned,False,12/9/2024 15:09
Brian Thompson would have still been alive if Podz was the shooter 💔,7,7_shooter_alive_experts_cliffe,"['shooter', 'alive', 'experts', 'cliffe', 'hero', 'aka', 'podz', 'fuck', 'hunter', 'fate']","['Congratulations to the latest winners of our dog and bitch of the month awards 👏\r\n\r\nMahogany Swift, trained by Brian Thompson, and Aero Dignity, trained by , are the latest to grab the gongs - well done to all connections 😊', 'And this weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big hand for Brian, folks!', 'For the second week in a row. This weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big round of applause for Brian, folks! Gone...yes, but not forgotten!']",shooter - alive - experts - cliffe - hero - aka - podz - fuck - hunter - fate,False,12/9/2024 3:42
no beta we die like brian thompson????? 😭,24,24_posthumously_mourn_mourned_grave,"['posthumously', 'mourn', 'mourned', 'grave', 'founders', 'heartbreak', 'rip', 'ripbozo', 'sad', 'injured']","['RIP Brian Thompson.', 'Fun socks: on\r\n\r\nPant legs: rolled up past ankle\r\n\r\nPatagonia vest: unzipped\r\n\r\nEmails: replied ""yes Massa""\r\n\r\nYup, I\'m thinkin it\'s time to posthumously fellate Brian Thompson', 'The annual appearance  of the holiday suits marks a joyous end of another year in our cycle of free monthly events. Big props to our co-founders Ben Thoma  and Brian Thompson  for donning their festive attire! #CMcycle #CMATX']",posthumously - mourn - mourned - grave - founders - heartbreak - rip - ripbozo - sad - injured,False,12/9/2024 1:20
"""the insurer used an AI algorithm to deny and override claims""

Brian Thompson was not the insurer, he was a person. You linked a hit piece by a disreputable author. Brian was a good man and will be missed by those he helped. He pushed value-based care but only had so much power.",9,9_healthcare_insurer_obamacare_insurance,"['healthcare', 'insurer', 'obamacare', 'insurance', 'medical', 'medicare', 'health', 'condolences', 'companies', 'die']","['I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.', 'The killing of Brian Thompson is a great tragedy, and I send condolences to his loved ones, co-workers, and friends.\r\n\r\nThe social media posts have revealed a widespread antipathy to the health insurance industry.\r\n\r\nPeople are frustrated with health insurance for the following…', ""Whatever you may think of Mr. Brian Thompson, his company, or the health insurance industry in general, I'm sure decent people can agree that this act is heinous, and Mr. Thompson & his associates, friends & family don't deserve this.\r\n\r\nCondolences 🙏 to Mr. Thompson's family.""]",healthcare - insurer - obamacare - insurance - medical - medicare - health - condolences - companies - die,False,12/9/2024 0:44
"The bereaved wife and associates of Brian Thompson, the CEO of major insurance company UnitedHealthcare, who was assassinated after a recent spate of death threats, spoke out hours after the fatal shooting this morning.",1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/8/2024 23:30
